Direction,Video Recording,Camera,Resolution Scale,Time Delta (dt),Pedal Position (-1 to 1),Steering Angle (-30 to 30),output 0,output 1,timestamp
,,cam_num: 1,1,0.1,0,0,,,2025-07-16 16:47:59.846927
